"Строк_подходящих_задач";"Договоров_с_подходящей_задачей";"Договоров_со_связью_задача_объект_";"Договоров_с_характеристиками_в_лю";"Договоров_с_найденным_объектом_в_л";"Договоров_с_недвижимостью_в_любой_";"Договоров_со_связью_задача_объект_";"Договоров_с_характеристиками_в_по";"Договоров_с_найденным_объектом_в_п";"Договоров_с_недвижимостью_в_после";"Потеряно_из_за_выбора_последней_за";"Недвижимость_в_любой_задаче_проце";"Недвижимость_в_последней_задаче_п"
15795;15627;789;789;789;485;787;787;787;484;1;3.10;3.10
