"Всего_неудалённых_записей_договор";"Договоров_с_подходящей_задачей";"Подходящих_договоров_с_недвижимос";"Доля_от_всех_записей_процентов";"Доля_среди_договоров_с_подходящей_"
138995126;15627;484;0.000348;3.10
